id,month,bank_name,no_of_transactions,amt_of_transactions,active_users
1460,01-08-2023,Bank of Baroda,3416524,6795592.83,515272
1461,01-08-2023,Bank of India,2510528,5643901.32,519810
1462,01-08-2023,Bank of Maharashtra,7570998,2338670.01,181995
1463,01-08-2023,Barclays Bank PLC,135819,750815.53,2075
1464,01-08-2023,Bassein Catholic Co-operative Bank,72237,54729.77,20090
1465,01-08-2023,Bharat Co-operative Bank,46448,97548.61,3275
1466,01-08-2023,CSB Bank,118523,51697.75,51257
1467,01-08-2023,Canara Bank,3245943,4537857.68,525473
1468,01-08-2023,Capital Small Finance Bank,11689,22504.03,569
1469,01-08-2023,Central Bank of India,8795302,2289939.35,260462
1470,01-08-2023,City Union Bank,748372,842646.1,98973
1471,01-08-2023,Credit Agricole Corporate and Investment Bank,50773,169993.7,152
1472,01-08-2023,DBS Bank India,409668,2673049.01,70655
1473,01-08-2023,DCB Bank,153712,217073.62,18897
1474,01-08-2023,Deutsche Bank AG,47099,35274.37,19073
1475,01-08-2023,Dhanlaxmi Bank,115138,119103.71,21792
1476,01-08-2023,ESAF Small Finance Bank,74664,32086.13,3803
1477,01-08-2023,Emirates NBD Bank,336,850.99,178
1478,01-08-2023,Equitas Small Finance Bank,105360,102122.83,98668
1479,01-08-2023,Federal Bank,2452630,1782788.78,246488
1480,01-08-2023,Fincare Small Finance Bank,80624,54628.46,6718
1481,01-08-2023,GP Parsik Janata Co-operative Bank,42701,48913.73,5780
1482,01-08-2023,HDFC Bank,62057511,54073387.84,27048592
1483,01-08-2023,HSBC,8538430,36730189.97,155994
1484,01-08-2023,ICICI Bank,102235558,408431985.7,4195169
1485,01-08-2023,IDBI Bank,2499356,5554490.94,590716
1486,01-08-2023,IDFC First Bank,5276639,10108227.52,420985
1487,01-08-2023,Indian Bank,2830544,2446318.88,1236010
1488,01-08-2023,Indian Overseas Bank,3069791,2744542.4,365927
1489,01-08-2023,IndusInd Bank,4070505,4813703.72,519975
1490,01-08-2023,Industrial and Commercial Bank of China,676,7867.22,32
1491,01-08-2023,Industrial Bank of Korea,1919,25618.78,91
1492,01-08-2023,Jana Small Finance Bank,27805,18514.88,6210
1493,01-08-2023,Janata Co-operative Bank Pune,76577,60981.75,7105
1494,01-08-2023,Karnataka Bank,400311,530727.9,38771
1495,01-08-2023,Kookmin Bank,284,1446.74,78
1496,01-08-2023,Kotak Mahindra Bank,13139393,32654469.4,2182266
1497,01-08-2023,MUFG Bank,122543,1002183.61,525
1498,01-08-2023,Mahesh Co-operative Bank Pune,8024,9946.61,9309
1499,01-08-2023,NKGSB Co-operative Bank,32531,30126.85,5454
1500,01-08-2023,NSDL Payments Bank,6666,503329.05,21
1501,01-08-2023,Nainital Bank,12395,18366.32,1693
1502,01-08-2023,New India Co-operative Bank,8920,4608.79,2413
1503,01-08-2023,North East Small Finance Bank,8205,12783.24,493
1504,01-08-2023,Paytm Payments Bank,49208,9316.88,2528
1505,01-08-2023,Punjab and Sind Bank,122532,198288.45,23074
1506,01-08-2023,Punjab National Bank,5443114,14960080.18,618835
1507,01-08-2023,RBL Bank,625812,1637326.51,114516
1508,01-08-2023,SBM Bank India,3801,2834.1,3163
1509,01-08-2023,SVC Co-operative Bank,121610,168403.24,37769
1510,01-08-2023,Saraswat Co-operative Bank,445462,733967.29,35178
1511,01-08-2023,Shinhan Bank,9598,58204.09,3725
1512,01-08-2023,Shivalik Small Finance Bank,16451,28280.47,1234
1513,01-08-2023,Societe Generale,698,5863.22,12
1514,01-08-2023,South Indian Bank,641096,747749.94,72478
1515,01-08-2023,State Bank of India,118482732,180631998.5,38656236
1516,01-08-2023,Suryoday Small Finance Bank,11694,12926.61,7813
1517,01-08-2023,TJSB Co-operative Bank,127756,140881.41,15215
1518,01-08-2023,Tamil Nadu State Co-operative Bank,11562,57872.67,755
1519,01-08-2023,Tamilnad Mercantile Bank,564033,746252.24,45066
1520,01-08-2023,Thane Bharat Co-operative Bank,22568,17887.4,2937
1521,01-08-2023,Ahmedabad District Co-operative Bank,1788,3335.74,140
1522,01-08-2023,Akola Janata Commercial Co-operative Bank,1694,2662.99,547
1523,01-08-2023,Jammu and Kashmir Bank,486260,629587.05,138701
1524,01-08-2023,Kalupur Commercial Co-operative Bank,71915,201218.13,5085
1525,01-08-2023,Kalyan Janata Co-operative Bank,7189,7253.26,814
1526,01-08-2023,Karur Vysya Bank,1016568,1630726.28,177019
1527,01-08-2023,Surat Peoples Co-operative Bank,11342,40507.82,512
1528,01-08-2023,UCO Bank,324841,455055.12,90552
1529,01-08-2023,Ujjivan Small Finance Bank,74861,264359.13,10339
1530,01-08-2023,Union Bank of India,3151742,5369066.99,453734
1531,01-08-2023,Utkarsh Small Finance Bank,21040,30216.05,6320
1532,01-08-2023,Woori Bank,2910,15710.96,516
1533,01-08-2023,Yes Bank,5055062,17459232.08,349285
1534,01-09-2023,AU Small Finance Bank,1065584,1693860.41,52741
1535,01-09-2023,Abhyudaya Co-operative Bank,1,0.12,1
1536,01-09-2023,Ahmednagar Merchants Co-operative Bank,20931,36682.13,52
1537,01-09-2023,Airtel Payments Bank,23374,1392.26,1171
1538,01-09-2023,Andhra Pradesh Grameen Vikas Bank,1247,938.51,997
1539,01-09-2023,Australia and New Zealand Banking Group,31098,1440367.37,54
1540,01-09-2023,Axis Bank,5257197,4417586.98,1661752
1541,01-09-2023,BNP Paribas,405596,2945685.72,424
1542,01-09-2023,Bandhan Bank,512063,548433.38,93384
1543,01-09-2023,"Bank of America, N.A.",95193,5407563.86,556
1544,01-09-2023,Bank of Baroda,3269924,6590599.72,492844
1545,01-09-2023,Bank of India,2443485,5609854.66,488393
1546,01-09-2023,Bank of Maharashtra,7136594,2210496.23,169922
1547,01-09-2023,Barclays Bank PLC,135429,1011356.38,2069
1548,01-09-2023,Bassein Catholic Co-operative Bank,69526,57939.2,20586
1549,01-09-2023,Bharat Co-operative Bank,44734,91386.63,3372
1550,01-09-2023,CSB Bank,103704,48202.23,51454
1551,01-09-2023,Canara Bank,3294671,5217214.08,512758
1552,01-09-2023,Capital Small Finance Bank,11117,21805.36,555
1553,01-09-2023,Central Bank of India,8374149,2357251.32,254110
1554,01-09-2023,City Union Bank,710941,818097.54,96240
1555,01-09-2023,Credit Agricole Corporate and Investment Bank,48570,183833.22,149
1556,01-09-2023,DBS Bank India,417235,2383249.23,65267
1557,01-09-2023,DCB Bank,148657,218983.93,18512
1558,01-09-2023,Deutsche Bank AG,44688,35880.2,18148
1559,01-09-2023,Dhanlaxmi Bank,109198,115295.92,20640
1560,01-09-2023,ESAF Small Finance Bank,72553,30309.46,3633
1561,01-09-2023,Emirates NBD Bank,300,779.14,153
1562,01-09-2023,Equitas Small Finance Bank,93578,96853.76,93617
1563,01-09-2023,Federal Bank,1800497,1680748.93,239569
1564,01-09-2023,Fincare Small Finance Bank,75607,48045.72,6565
1565,01-09-2023,GP Parsik Janata Co-operative Bank,40890,49164.98,5194
1566,01-09-2023,HDFC Bank,61150262,56117744.05,27078980
1567,01-09-2023,HSBC,8136684,39356117.06,157364
1568,01-09-2023,ICICI Bank,98427097,375368412.6,4093605
1569,01-09-2023,IDBI Bank,2414875,6182873.03,548780
1570,01-09-2023,IDFC First Bank,5039494,10965774.39,425850
1571,01-09-2023,Indian Bank,2689200,2589756.66,1351244
1572,01-09-2023,Indian Overseas Bank,2951744,2800516.14,359831
1573,01-09-2023,IndusInd Bank,4083067,4666264.5,543079
1574,01-09-2023,Industrial and Commercial Bank of China,854,7987.38,31
1575,01-09-2023,Industrial Bank of Korea,1901,25013.4,90
1576,01-09-2023,Jana Small Finance Bank,22960,17519.62,5826
1577,01-09-2023,Janata Co-operative Bank Pune,73000,59565.56,6960
1578,01-09-2023,Karnataka Bank,390212,526314.06,38220
1579,01-09-2023,Kookmin Bank,315,1229.16,79
1580,01-09-2023,Kotak Mahindra Bank,12953427,33616096.14,2055610
1581,01-09-2023,MUFG Bank,126507,1221302.18,1318
1582,01-09-2023,Mahesh Co-operative Bank Pune,7723,9838.88,9596
1583,01-09-2023,NKGSB Co-operative Bank,30357,27394.39,5180
1584,01-09-2023,NSDL Payments Bank,6167,430574.87,23
1585,01-09-2023,Nainital Bank,11069,16659.82,1306
1586,01-09-2023,New India Co-operative Bank,7823,4472.16,2331
1587,01-09-2023,North East Small Finance Bank,5991,19535.68,481
1588,01-09-2023,Paytm Payments Bank,45509,9052.62,288
1589,01-09-2023,Punjab and Sind Bank,121790,199575.72,22695
1590,01-09-2023,Punjab National Bank,5483352,15076493.24,618988
1591,01-09-2023,RBL Bank,613604,1781646.11,109211
1592,01-09-2023,SBM Bank India,10087,63859.66,3078
1593,01-09-2023,SVC Co-operative Bank,119520,175216.91,38571
1594,01-09-2023,Saraswat Co-operative Bank,428478,723070.38,50602
1595,01-09-2023,Shinhan Bank,9256,52855.38,3701
1596,01-09-2023,Shivalik Small Finance Bank,18152,28908.55,1214
1597,01-09-2023,Societe Generale,644,10296.3,12
1598,01-09-2023,South Indian Bank,628971,728178.4,70844
1599,01-09-2023,State Bank of India,112049095,196957635.5,38276691
1600,01-09-2023,Suryoday Small Finance Bank,10472,10371.88,6415
1601,01-09-2023,TJSB Co-operative Bank,122494,135347.53,15061
1602,01-09-2023,Tamil Nadu State Co-operative Bank,11291,56725.49,795
1603,01-09-2023,Tamilnad Mercantile Bank,534335,722339.07,43853
1604,01-09-2023,Thane Bharat Co-operative Bank,21398,18092.61,2878
1605,01-09-2023,Ahmedabad District Co-operative Bank,1670,2960.76,140
1606,01-09-2023,Akola Janata Commercial Co-operative Bank,1414,1694.75,658
1607,01-09-2023,Jammu and Kashmir Bank,464602,577607.68,150503
1608,01-09-2023,Kalupur Commercial Co-operative Bank,70824,208177.96,5079
1609,01-09-2023,Kalyan Janata Co-operative Bank,6845,6648.23,678
1610,01-09-2023,Karur Vysya Bank,973805,1621489.64,171348
1611,01-09-2023,Surat Peoples Co-operative Bank,13763,47090.76,490
1612,01-09-2023,UCO Bank,322919,467913.84,86582
1613,01-09-2023,Ujjivan Small Finance Bank,73057,199029.28,11614
1614,01-09-2023,Union Bank of India,3111958,5663273.79,431791
1615,01-09-2023,Utkarsh Small Finance Bank,24151,31257.49,6416
1616,01-09-2023,Woori Bank,2665,13150.71,521
1617,01-09-2023,Yes Bank,5340529,17005398.19,343094
1618,01-10-2023,AU Small Finance Bank,1480967,1804971.16,55145
1619,01-10-2023,Abhyudaya Co-operative Bank,1,0.15,1
1620,01-10-2023,Ahmednagar Merchants Co-operative Bank,22497,39306.05,52
1621,01-10-2023,Airtel Payments Bank,22156,1434.32,671
1622,01-10-2023,Andhra Pradesh Grameen Vikas Bank,1354,972.38,914
1623,01-10-2023,Australia and New Zealand Banking Group,31161,1354720.3,55
1624,01-10-2023,Axis Bank,4983279,4491278.18,1587541
1625,01-10-2023,BNP Paribas,401503,2536644.63,418
1626,01-10-2023,Bandhan Bank,233030,356790.76,113520
1627,01-10-2023,"Bank of America, N.A.",92401,4234380.27,548
1628,01-10-2023,Bank of Baroda,3440697,7072388.36,493065
1629,01-10-2023,Bank of India,2590422,6096640.21,483426
1630,01-10-2023,Bank of Maharashtra,7243585,2498736.22,165401
1631,01-10-2023,Barclays Bank PLC,130958,881098.27,2072
1632,01-10-2023,Bassein Catholic Co-operative Bank,76229,61474.51,16026
1633,01-10-2023,Bharat Co-operative Bank,47271,108688.84,3318
1634,01-10-2023,CSB Bank,103010,47167.76,51728
1635,01-10-2023,Canara Bank,3146426,4609341.84,501532
1636,01-10-2023,Capital Small Finance Bank,11145,22705.61,574
1637,01-10-2023,Central Bank of India,8885185,2401828.59,249665
1638,01-10-2023,City Union Bank,727378,802796.73,96101
1639,01-10-2023,Credit Agricole Corporate and Investment Bank,54252,219773.02,153
1640,01-10-2023,DBS Bank India,449180,2321027.09,62722
1641,01-10-2023,DCB Bank,150692,215142.65,18353
1642,01-10-2023,Deutsche Bank AG,46798,35249.22,18052
1643,01-10-2023,Dhanlaxmi Bank,116491,116166.29,23631
1644,01-10-2023,ESAF Small Finance Bank,78882,31533.01,3753
1645,01-10-2023,Emirates NBD Bank,383,942.09,165
1646,01-10-2023,Equitas Small Finance Bank,95976,95251.29,84151
1647,01-10-2023,Federal Bank,1856667,1604012.54,237722
1648,01-10-2023,Fincare Small Finance Bank,75983,47050.83,6662
1649,01-10-2023,GP Parsik Janata Co-operative Bank,43093,50049.53,5196
1650,01-10-2023,HDFC Bank,63548996,57115664.53,27677791
1651,01-10-2023,HSBC,8952517,45840141.54,158742
1652,01-10-2023,ICICI Bank,98571297,394661277.1,4079041
1653,01-10-2023,IDBI Bank,2512975,6037923.31,539061
1654,01-10-2023,IDFC First Bank,5276571,10997734.06,428934
1655,01-10-2023,Indian Bank,2768575,2735342.19,1341887
1656,01-10-2023,Indian Overseas Bank,3069895,2659769.59,357318
1657,01-10-2023,IndusInd Bank,4955471,4702758.2,550322
1658,01-10-2023,Industrial and Commercial Bank of China,789,20540.59,34
1659,01-10-2023,Industrial Bank of Korea,1884,27447.91,102
1660,01-10-2023,Jana Small Finance Bank,25985,17264.48,6086
1661,01-10-2023,Janata Co-operative Bank Pune,80617,62195.7,7015
1662,01-10-2023,Karnataka Bank,417363,530671.24,38341
1663,01-10-2023,Kookmin Bank,304,1311.56,80
1664,01-10-2023,Kotak Mahindra Bank,12619482,31634607.77,2017549
1665,01-10-2023,MUFG Bank,127307,1107138.86,537
1666,01-10-2023,Mahesh Co-operative Bank Pune,8184,10291.49,9916
1667,01-10-2023,NKGSB Co-operative Bank,32145,26523.08,5153
1668,01-10-2023,NSDL Payments Bank,7981,501874.21,23
1669,01-10-2023,Nainital Bank,12598,20762.38,1591
1670,01-10-2023,New India Co-operative Bank,7839,4521.65,2153
1671,01-10-2023,North East Small Finance Bank,8825,14616.04,439
1672,01-10-2023,Paytm Payments Bank,45518,9078.06,280
1673,01-10-2023,Punjab and Sind Bank,127973,212318.73,22934
1674,01-10-2023,Punjab National Bank,6678765,21160804.76,615578
1675,01-10-2023,RBL Bank,836323,1998996.18,110401
1676,01-10-2023,SBM Bank India,10162,58246.42,2681
1677,01-10-2023,SVC Co-operative Bank,127784,186077.04,37913
1678,01-10-2023,Saraswat Co-operative Bank,465961,792977.38,52170
1679,01-10-2023,Shinhan Bank,9717,60421.2,3638
1680,01-10-2023,Shivalik Small Finance Bank,23053,34686.28,1322
1681,01-10-2023,Societe Generale,535,16582,11
1682,01-10-2023,South Indian Bank,645599,741851.4,70018
1683,01-10-2023,State Bank of India,113684650,191996260.2,37992643
1684,01-10-2023,Suryoday Small Finance Bank,9282,9453.66,7019
1685,01-10-2023,TJSB Co-operative Bank,130200,144141.66,15162
1686,01-10-2023,Tamil Nadu State Co-operative Bank,11117,61234.26,838
1687,01-10-2023,Tamilnad Mercantile Bank,539675,734369.77,43221
1688,01-10-2023,Thane Bharat Co-operative Bank,23486,19610.63,2917
1689,01-10-2023,Ahmedabad District Co-operative Bank,1818,2858.56,119
1690,01-10-2023,Akola Janata Commercial Co-operative Bank,1477,2333.98,480
1691,01-10-2023,Jammu and Kashmir Bank,476747,625491.67,107678
1692,01-10-2023,Kalupur Commercial Co-operative Bank,74428,219877.16,5078
1693,01-10-2023,Kalyan Janata Co-operative Bank,6889,6649.13,678
1694,01-10-2023,Karur Vysya Bank,995200,1735167.67,169290
1695,01-10-2023,Surat Peoples Co-operative Bank,15342,60825.42,531
1696,01-10-2023,UCO Bank,343352,498455.34,86414
1697,01-10-2023,Ujjivan Small Finance Bank,88343,198106.62,13493
1698,01-10-2023,Union Bank of India,3163208,5789643.04,427046
1699,01-10-2023,Utkarsh Small Finance Bank,27620,32576.3,6578
1700,01-10-2023,Woori Bank,2558,15176.23,484
1701,01-10-2023,Yes Bank,5386835,16166018.36,342784
1702,01-11-2023,AU Small Finance Bank,2056162,1794753.9,54330
1703,01-11-2023,Abhyudaya Co-operative Bank,4,2.54,1
1704,01-11-2023,Ahmednagar Merchants Co-operative Bank,23847,39391.65,55
1705,01-11-2023,Airtel Payments Bank,20721,1441.31,260
1706,01-11-2023,Andhra Pradesh Grameen Vikas Bank,1509,1099.47,848
1707,01-11-2023,Australia and New Zealand Banking Group,31197,1459255.48,56
1708,01-11-2023,Axis Bank,4224730,3855975.02,1425578
1709,01-11-2023,BNP Paribas,461025,2597160.5,424
1710,01-11-2023,Bandhan Bank,253982,348988.37,64293
1711,01-11-2023,"Bank of America, N.A.",114320,4107617.43,531
1712,01-11-2023,Bank of Baroda,3383857,6784901.74,492197
1713,01-11-2023,Bank of India,2551825,5674449.61,432767
1714,01-11-2023,Bank of Maharashtra,7019302,2229402.08,160502
1715,01-11-2023,Barclays Bank PLC,141352,1130365.74,2078
1716,01-11-2023,Bassein Catholic Co-operative Bank,74046,58340.54,17827
1717,01-11-2023,Bharat Co-operative Bank,46199,103214.28,3267
1718,01-11-2023,CSB Bank,97659,44001.18,51816
1719,01-11-2023,Canara Bank,3158858,4762098.83,490775
1720,01-11-2023,Capital Small Finance Bank,11010,23172.65,571
1721,01-11-2023,Central Bank of India,8883473,2337416.55,250955
1722,01-11-2023,City Union Bank,698964,762226.47,94530
1723,01-11-2023,Credit Agricole Corporate and Investment Bank,54849,216817,151
1724,01-11-2023,DBS Bank India,450041,2541756.31,60274
1725,01-11-2023,DCB Bank,143699,208230.76,18002
1726,01-11-2023,Deutsche Bank AG,43565,39218.34,17995
1727,01-11-2023,Dhanlaxmi Bank,131094,107767.43,20204
1728,01-11-2023,ESAF Small Finance Bank,76819,33152.48,3822
1729,01-11-2023,Emirates NBD Bank,412,1126.53,186
1730,01-11-2023,Equitas Small Finance Bank,91759,97699.28,78312
1731,01-11-2023,Federal Bank,1838975,1502430.57,234148
1732,01-11-2023,Fincare Small Finance Bank,61329,40843.26,6468
1733,01-11-2023,GP Parsik Janata Co-operative Bank,43069,48603.63,5204
1734,01-11-2023,HDFC Bank,61263812,54822787.78,27358172
1735,01-11-2023,HSBC,7489323,39122211.06,160160
1736,01-11-2023,ICICI Bank,94905111,376677365.6,4071571
1737,01-11-2023,IDBI Bank,2344855,6666186.25,524607
1738,01-11-2023,IDFC First Bank,4770235,10367228.93,443629
1739,01-11-2023,Indian Bank,2687251,2594798.69,1265243
1740,01-11-2023,Indian Overseas Bank,2983203,3239206.96,351207
1741,01-11-2023,IndusInd Bank,6607511,5463106.79,540412
1742,01-11-2023,Industrial and Commercial Bank of China,687,5972.11,34
1743,01-11-2023,Industrial Bank of Korea,1997,14817.94,103
1744,01-11-2023,Jana Small Finance Bank,25145,17743.93,6024
1745,01-11-2023,Janata Co-operative Bank Pune,80653,64789.2,6924
1746,01-11-2023,Karnataka Bank,411685,517067.11,37754
1747,01-11-2023,Kookmin Bank,302,1042.18,84
1748,01-11-2023,Kotak Mahindra Bank,12988667,31182225.35,1956642
1749,01-11-2023,MUFG Bank,137095,1113223,527
1750,01-11-2023,Mahesh Co-operative Bank Pune,7921,9727.54,10174
1751,01-11-2023,NKGSB Co-operative Bank,31614,26284.82,5157
1752,01-11-2023,NSDL Payments Bank,6058,514068.09,21
1753,01-11-2023,Nainital Bank,12289,20458.31,1593
1754,01-11-2023,New India Co-operative Bank,7008,3936.67,2104
1755,01-11-2023,North East Small Finance Bank,7117,31799.55,394
1756,01-11-2023,Paytm Payments Bank,46371,9246.6,279
1757,01-11-2023,Punjab and Sind Bank,118761,183031.3,22798
1758,01-11-2023,Punjab National Bank,5404528,14348351.71,604586
1759,01-11-2023,RBL Bank,840825,1914513.29,111243
1760,01-11-2023,SBM Bank India,10529,83474.19,2698
1761,01-11-2023,SVC Co-operative Bank,126468,181269.95,36459
1762,01-11-2023,Saraswat Co-operative Bank,474575,763844.83,53100
1763,01-11-2023,Shinhan Bank,10747,66579.32,3619
1764,01-11-2023,Shivalik Small Finance Bank,25587,40841.27,1436
1765,01-11-2023,Societe Generale,672,15541.32,11
1766,01-11-2023,South Indian Bank,641195,700114.3,68841
1767,01-11-2023,State Bank of India,110536563,183398191.8,36954762
1768,01-11-2023,Suryoday Small Finance Bank,8854,8676.04,6587
1769,01-11-2023,TJSB Co-operative Bank,128973,141320.95,15037
1770,01-11-2023,Tamil Nadu State Co-operative Bank,10752,66015.7,819
1771,01-11-2023,Tamilnad Mercantile Bank,521577,695416.59,42544
1772,01-11-2023,Thane Bharat Co-operative Bank,23108,17921.2,2955
1773,01-11-2023,Ahmedabad District Co-operative Bank,1862,3549.21,81
1774,01-11-2023,Akola Janata Commercial Co-operative Bank,1653,2988.8,512
1775,01-11-2023,Jammu and Kashmir Bank,463770,604068.48,137815
1776,01-11-2023,Kalupur Commercial Co-operative Bank,71290,195005.54,5196
1777,01-11-2023,Kalyan Janata Co-operative Bank,6278,5890.37,671
1778,01-11-2023,Karur Vysya Bank,976798,1688117.14,167350
1779,01-11-2023,Surat Peoples Co-operative Bank,12726,75769.46,532
1780,01-11-2023,UCO Bank,316010,474196.01,85923
